id,name,full_name,set,price,trade_in_price,max_cards,in_stock,qualities
133224,Disorder in the Court,Disorder in the Court,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133618,Experiment Twelve,Experiment Twelve (Extended Art),Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
132841,Keeper of the Accord,Keeper of the Accord,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132821,Austere Command,Austere Command,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132985,Thought Monitor,Thought Monitor,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133213,Deflecting Palm,Deflecting Palm,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132824,"Darien, King of Kjeldor","Darien, King of Kjeldor",Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132857,Organic Extinction,Organic Extinction,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133324,Tome of Legends,Tome of Legends,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133296,Sol Ring,Sol Ring,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133314,Talisman of Progress,Talisman of Progress,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133070,Curse of Opulence,Curse of Opulence,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133189,Wilderness Reclamation,Wilderness Reclamation,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133321,Thought Vessel,Thought Vessel,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133039,"Syr Konrad, the Grim","Syr Konrad, the Grim",Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133413,Mystic Sanctuary,Mystic Sanctuary,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132915,Brainstorm,Brainstorm,Murders at Karlov Manor Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133274,Idol of Oblivion,Idol of Oblivion,Murders at Karlov Manor Commander,18,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134146,"Mirko, Obsessive Theorist","Mirko, Obsessive Theorist (Foil)",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
132773,"Nelly Borca, Impulsive Accuser","Nelly Borca, Impulsive Accuser (Foil)",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
133127,Hooded Hydra,Hooded Hydra,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132889,Sun Titan,Sun Titan,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134147,"Marvo, Deep Operative","Marvo, Deep Operative (Foil)",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
133225,"Esix, Fractal Bloom","Esix, Fractal Bloom",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133195,"Anya, Merciless Angel","Anya, Merciless Angel",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133059,"Akroma, Angel of Fury","Akroma, Angel of Fury",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132772,"Morska, Undersea Sleuth","Morska, Undersea Sleuth (Foil)",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
132781,Otherworldly Escort,Otherworldly Escort,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133469,Spire of Industry,Spire of Industry,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133279,Lifecrafter's Bestiary,Lifecrafter's Bestiary,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132818,Ugin's Mastery,Ugin's Mastery,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132801,Hot Pursuit,Hot Pursuit,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132791,Final-Word Phantom,Final-Word Phantom,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132973,Shimmer Dragon,Shimmer Dragon,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133176,Tireless Tracker,Tireless Tracker,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132854,Mirror Entity,Mirror Entity,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132811,Knowledge Is Power,Knowledge Is Power,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132798,Unshakable Tail,Unshakable Tail,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133606,Hot Pursuit,Hot Pursuit (Extended Art),Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
133099,Scourge of the Throne,Scourge of the Throne,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132825,Duelist's Heritage,Duelist's Heritage,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132805,"Tesak, Judith's Hellhound","Tesak, Judith's Hellhound",Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133345,Castle Ardenvale,Castle Ardenvale,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133299,Solemn Simulacrum,Solemn Simulacrum,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133105,Vengeful Ancestor,Vengeful Ancestor,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133200,Boros Reckoner,Boros Reckoner,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133256,Ancient Stone Idol,Ancient Stone Idol,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133066,Chaos Warp,Chaos Warp,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133064,Brash Taunter,Brash Taunter,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133096,Rite of the Raging Storm,Rite of the Raging Storm,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133306,Talisman of Conviction,Talisman of Conviction,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136689,Koma's Koil // Tentacle [Token],Koma's Koil // Tentacle [Token],Murders at Karlov Manor Commander,15,-15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133259,Arcane Signet,Arcane Signet,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132920,Consider,Consider,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133158,Sakura-Tribe Elder,Sakura-Tribe Elder,Murders at Karlov Manor Commander,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133405,Mossfire Valley,Mossfire Valley,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133457,Shrine of the Forsaken Gods,Shrine of the Forsaken Gods,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133245,"Selvala, Explorer Returned","Selvala, Explorer Returned",Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133010,Overseer of the Damned,Overseer of the Damned,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133056,Agitator Ant,Agitator Ant,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132877,Sevinne's Reclamation,Sevinne's Reclamation,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132820,Angel of the Ruins,Angel of the Ruins,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132782,Redemption Arc,Redemption Arc,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132779,Immortal Obligation,Immortal Obligation,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132802,Mob Verdict,Mob Verdict,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133348,Choked Estuary,Choked Estuary,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133341,Canopy Vista,Canopy Vista,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132830,Fell the Mighty,Fell the Mighty,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132800,Havoc Eater,Havoc Eater,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132940,Ethereal Investigator,Ethereal Investigator,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133390,Kher Keep,Kher Keep,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133388,Kessig Wolf Run,Kessig Wolf Run,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133372,Furycalm Snarl,Furycalm Snarl,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133429,River of Tears,River of Tears,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133424,Prairie Stream,Prairie Stream,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133350,Cinder Glade,Cinder Glade,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133288,Psychosis Crawler,Psychosis Crawler,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133484,Temple of Mystery,Temple of Mystery,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133453,Sheltered Thicket,Sheltered Thicket,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133130,Hornet Queen,Hornet Queen,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132866,Promise of Loyalty,Promise of Loyalty,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132903,Windborn Muse,Windborn Muse,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132790,Detective of the Month,Detective of the Month,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132799,Boltbender,Boltbender,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133302,Steel Hellkite,Steel Hellkite,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133355,Darkwater Catacombs,Darkwater Catacombs,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133290,Scroll of Fate,Scroll of Fate,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132991,Vizier of Many Faces,Vizier of Many Faces,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133134,Killer Service,Killer Service,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133104,Spectacular Showdown,Spectacular Showdown,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132831,Fumigate,Fumigate,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132828,Exalted Angel,Exalted Angel,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132819,Aerial Extortionist,Aerial Extortionist,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132875,Selfless Squire,Selfless Squire,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132806,Experiment Twelve,Experiment Twelve,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133441,Scavenger Grounds,Scavenger Grounds,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133369,Fortified Village,Fortified Village,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133236,"Lonis, Cryptozoologist","Lonis, Cryptozoologist",Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133276,Inspiring Statuary,Inspiring Statuary,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133076,"Etali, Primal Storm","Etali, Primal Storm",Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133073,Disrupt Decorum,Disrupt Decorum,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132959,Nadir Kraken,Nadir Kraken,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132794,Watcher of Hours,Watcher of Hours,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132793,Tangletrove Kelp,Tangletrove Kelp,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133266,Dimir Signet,Dimir Signet,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133385,Jungle Shrine,Jungle Shrine,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133271,Fellwar Stone,Fellwar Stone,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133474,"Sunhome, Fortress of the Legion","Sunhome, Fortress of the Legion",Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133317,Talisman of Unity,Talisman of Unity,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133445,Seaside Citadel,Seaside Citadel,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133308,Talisman of Curiosity,Talisman of Curiosity,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133033,Shriekmaw,Shriekmaw,Murders at Karlov Manor Commander,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132956,Mulldrifter,Mulldrifter,Murders at Karlov Manor Commander,8,4,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133363,Exotic Orchard,Exotic Orchard,Murders at Karlov Manor Commander,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133190,"Yedora, Grave Gardener","Yedora, Grave Gardener",Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133269,Everflowing Chalice,Everflowing Chalice,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132897,Wall of Omens,Wall of Omens,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133478,Tainted Isle,Tainted Isle,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133022,Ravenous Chupacabra,Ravenous Chupacabra,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133451,Selesnya Sanctuary,Selesnya Sanctuary,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133262,Azorius Signet,Azorius Signet,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133339,Boros Garrison,Boros Garrison,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133410,Myriad Landscape,Myriad Landscape,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133115,Broodhatch Nantuko,Broodhatch Nantuko,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133326,Access Tunnel,Access Tunnel,Murders at Karlov Manor Commander,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133282,Mind Stone,Mind Stone,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133020,Price of Fame,Price of Fame,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133460,Simic Growth Chamber,Simic Growth Chamber,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133102,Shiny Impetus,Shiny Impetus,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132869,Seal of Cleansing,Seal of Cleansing,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133432,Rogue's Passage,Rogue's Passage,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133328,Ash Barrens,Ash Barrens,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133377,Gruul Turf,Gruul Turf,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133293,Simic Signet,Simic Signet,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133263,Bloodthirsty Blade,Bloodthirsty Blade,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132947,Junk Winder,Junk Winder,Murders at Karlov Manor Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136695,Rhino Warrior // Thopter [Token],Rhino Warrior // Thopter [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136693,Ogre // Soldier [Token],Ogre // Soldier [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136690,Manifest // Saproling [Token],Manifest // Saproling [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136062,Clue // Food [Token],Clue // Food [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136070,Gold // Lightning Rager [Token],Gold // Lightning Rager [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136068,Eldrazi // Tiny [Token],Eldrazi // Tiny [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134979,Cat // Drake [Token],Cat // Drake [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134978,Human // Ogre [Token],Human // Ogre [Token],Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136694,Phyrexian Germ // Spirit [Token],Phyrexian Germ // Spirit [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136692,Morph // Snake [Token],Morph // Snake [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136073,Human // Soldier [Token],Human // Soldier [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136069,Gold // Kobolds of Kher Keep [Token],Gold // Kobolds of Kher Keep [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132926,Deep Analysis,Deep Analysis,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136691,Morph // Saproling [Token],Morph // Saproling [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136688,Kobolds of Kher Keep // Soldier [Token],Kobolds of Kher Keep // Soldier [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136064,Clue // Insect [Token],Clue // Insect [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133186,Wild Growth,Wild Growth,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136072,Gold // Treasure [Token],Gold // Treasure [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136071,Gold // The Monarch [Token],Gold // The Monarch [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136066,Copy // Zombie [Token],Copy // Zombie [Token],Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136065,Construct // Soldier [Token],Construct // Soldier [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132967,Otherworldly Gaze,Otherworldly Gaze,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136697,Vizier of Many Faces // Zombie [Token],Vizier of Many Faces // Zombie [Token],Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136696,Salamander Warrior // Zombie [Token],Salamander Warrior // Zombie [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
136687,Insect // Manifest [Token],Insect // Manifest [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134981,City's Blessing // Zombie [Token],City's Blessing // Zombie [Token],Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
134980,City's Blessing // Human Soldier [Token],City's Blessing // Human Soldier [Token],Murders at Karlov Manor Commander,5,-5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133353,Command Tower,Command Tower,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133435,Sacred Peaks,Sacred Peaks,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
133419,Path of Ancestry,Path of Ancestry,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
132935,Ephara's Dispersal,Ephara's Dispersal,Murders at Karlov Manor Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
150111,The Aetherspark,The Aetherspark (Foil),Aetherdrift,1100,650,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
